"걸어도, 걸어도","P. 118  전태일문학상은 전태일 50주기에 맞춰 처음으로 르포 부문을 별도로 공모하였다. 예년의 ‘생활·기록문’ 부문을 생활글(에세이)과 르포(기록문학 또는 보고문학)로 나눈 것이다. 어떤 이들은 과도하게 큰 스피커를 쥐고 있는 반면, 세상엔 여전히 제 목소리를 내지 못하는 이들이 많고, 그러한 현장이 많다. 전태일문학상 르포 부문을 통해 필자들이 우리 사회의 다양한 목소리를 담아 르포문학의 가치를 재확인하길 기대하며 심사에 임했다. … 수상작은 「다크투어」다. 소재가 주는 힘. 발로 뛴 현장의 기록과 사람들의 이야기. 자료조사의 성실함 등 여러 면에서 돌올한 작품이었다. 믿을 수 없을 만큼 가슴 아프고 생생한 이야기들이 가득했다. 그것이 아시아의 역사였다. 제노사이드의 서사와 함께 작가의 사유도 잘 녹아들어 있다. 여러 해에 걸쳐 뚝심 있게 르포 작업을 완성한 작가에게 박수를 보낸다. 아시아 곳곳을 찾아다니며 기록되지 않은 역사의 어두운 면과 그 상처를 드러내는 것은 전태일문학상의 의의와 잘 부합하고 있다. 기록은 그 자체로 연대의 한 방식임을 이 작품은 증거하고 있다. 전태일문학상 르포 부문 신설과 함께 앞으로 치열한 삶과 땀의 기록들이 풍성해지기를 기대한다. ― 르포 부문 심사평 <기록은 그 자체로 연대의 한 방식> 중에서  접기"
"걸어도, 걸어도","P. 274~276  응모작 경향을 잠시 살펴보면, 전반적으로 ‘지금’ ‘우리’ ‘근처’와 같은, 당장 자신에게 직면한 문제에 골몰하는 작품들이 대다수를 이루었다. 자본, 소외, 노동 등 다루기 쉽지 않은 광범위한 주제를 소재로 삼기보다는 각자가 직면한 현실에서 시를 길어 올리려는 시도가 많았다는 뜻이다. … 그중에서도 자신만의 개성적인 시각을 확보하면서 발화하려는 시들에는 눈길이 갔다. … 심사자들은 응모작들을 읽으며 청소년들이 마주하는 현실에 대해 오래 골몰했다. 이 역시 큰 기쁨일 것이다. ‘전태일청소년문학상’이 ‘지금 현실’을 바라볼 수 있는 믿음직한 창구가 되기를 기대한다. ― 제15회 전태일청소년문학상 시 부문 심사평 <지금 여기의 시> 중에서  접기"
"걸어도, 걸어도",P. 280~281  전태일 문학상 독후감 부문의 단체상이 신설되었다. 올해는 한 팀이 접수되었고 단체팀 수상작으로 선정됐다. 초중등생으로 구성된 단체팀의 원고를 읽으며 10대 초중반의 학생들이 이 문학상 공모전에 참여하고자 전태일 전기를 읽으면서 이제 막 노동에 대한 숙고를 시작했다는 것에 큰 인상을 받았다. 여러 명의 학생들의 글이 묶여 전달되었기에 글 자체에 대한 하나하나의 평가를 덧붙이기는 어렵겠으나 특히 ‘고맙다 친구야’라는 글이 인상적이었음을 전한다. 사회적 약자에 대한 이해와 근로기준법의 현재적 의미를 고찰하고자 한 이 글에서 오늘날 노동자가 전태일을 한 명의 ‘친구’로 여기고 그의 정신을 계승하고자 했다는 점이 특징적이었다. ― 제15회 전태일청소년문학상 독후감 부문 심사평 <평전에 기록된 열사의 삶을 자기만의 언어로> 중에서  접기
[세트] 운명게임 1~2 세트 - 전2권,"1어르신 : 교신 명상이라……. 명상이라는 말은 숱하게 들어봤지만 자네가 말하는 그런 명상은 처음 들어보는군. 그러니까 그런 명상이 자네가 이런 책을 쓰게 하는 데 도움이 됐다는 말인가?이보리 : 그렇습니다.어르신 : 그럼 그 상위자아라는 건 자네에게만 있는 건가?이보리 : 특정한 사람만 상위자아와 연결돼 있는 건 아닙니다. 세상 사람들은 상위자아를 슈퍼에고라고도 부르고, 초자아라고도 부르고, 수호령이라고 부르기도 합니다. 중요한 것은 대부분의 사람들이 그 존재성과의 연결을 자각하지 못하고 산다는 것입니다. 나는 누구다, 하는 경직된 자의식이 세상만사를 자기 중심으로만 인식하게 만들기 때문이죠. 하지만 그런 사람들도 잠을 자는 동안 상위자아와 접속해 많은 의식 활동을 합니다. 잠에서 깨어난 뒤 그것을 까맣게 모르고 있을 뿐이죠.  접기"
[세트] 운명게임 1~2 세트 - 전2권,"1# “당신이 이보리를 주인공으로 선택한 소설가로군요. 지금 많이 힘들어하면서 소설에 대한 의욕을 잃어가는 것 같아 격려해 주려 접속한 것이니 놀라지 마세요. 보아하니 당신은 주눅 든 기색이 역력하군요.”이보리의 기운이 너무 형형해 나는 그 에너지를 올곧게 직시할 수 없었다. 그는 내가 창조한 우중충한 인물임에도 나를 능가하는 존재가 되어 한껏 밝게 빛나고 있었다. 뭐랄까, 그는 작가에 의해 일방적으로 주도당하는 인물이 아니라 자기 캐릭터를 스스로 생성시켜 오히려 작가를 통해 자신을 구현하고 있는 것처럼 보였다. 세상에, 어떻게 이런 등장인물이 있을 수 있나!  접기"
[세트] 운명게임 1~2 세트 - 전2권,"3우리가 사는 세상은 실재계와 연동되는 홀로그램의 세계, 시뮬레이션의 세계, 그러니까 빛이 만들어내는 환영의 세계라는 것. 예컨대 우리는 게임 속의 가상현실 속에 있는 것이고 게이머들은 다른 차원에서 우리를 입고 게임을 하고 있는 것이라는 얘기와 별반 다를 게 없다."
[세트] 운명게임 1~2 세트 - 전2권,"3# 나는 세상에 두 부류의 사람이 있다고 믿는다. ‘나’라는 망상감옥에 갇혀 사는 사람, ‘나’라는 망상감옥에서 해방된 사람. 망상감옥에 갇혀 사는 사람들을 탈옥시킬 수 있는 방법은 오직 한 가지뿐이다. 스스로 탈옥하는 방법. 탈옥의 비법은 밖이 아니라 안에 있다. 현란하고 변화무쌍한 시뮬레이션 세상으로 끌려 나가 헤매고 방황하는 정신을 어떻게 안으로 불러들이는가. 그것이 관건이다.  접기"
[세트] 운명게임 1~2 세트 - 전2권,6 “영과 혼의 연결 시스템은 3차원 시공간에서만 사용하는 구도입니다. 모든 우주가 지구 학습장과 같은 구조를 이루고 있는 건 아니죠. 그런 의미에서 지구는 굉장히 특이하고 재미있는 학습장임에는 틀림이 없습니다. 부정적인 관점으로 보면 지구는 전체 우주에서 유일한 행성감옥 같은 곳이라고 볼 수도 있죠.”
[세트] 운명게임 1~2 세트 - 전2권,"10#-그냥, 써라!저 문장을 내가 쓴 것인가, 기억이 명료하지 않았다. 나는 어떤 기운에 단단히 사로잡혀 있었고 그 에너지는 나로 하여금 무조건 쓰라고, 그것이 너의 도리를 다할 수 있는 최선의 길이라고 강조하고 있었다. 요컨대 그냥 쓰라는 건 묻지도 따지지도 말라는 요구였다. 실제로 나는 그렇게 하고 있었고, 그것에 대해 아무런 심리적 갈등도 느끼지 않고 있었다. 황당하고 참담한 상황이었지만 나는 그것조차도 문제시하지 못한 채 누군가의 글을 대신 써주는 듯한 기이한 행위를 지속해 가고 있었다.  접기"
숨,"찌그러진 차체. 산산이 부서진 유리창. 나와 가족은 죽은 개를 끌어안고 대전에서 공주로 이동했다. 평일 한낮의 도로는 한산했고 창밖으로 아무런 의미도 없는 한적한 풍경이 지나가고 있었다. 죽은 개를 묻으러, 죽은 개를 묻으러, 죽은 개를 묻으러 간다. 개는 무수한 특징을 갖고 있었지만 이제는 그 특징들도 부패하기 시작하고 있었다. 개도 죽음을 생각할까, 나는 생각했다. 개를 날마다 관찰한 것은 아니었으므로 정확하지는 않지만 개는 단 한 번도 죽음을 생각해본 적 없는 것처럼 보였다. 개는 사람을 보면 짖었고 음식을 보면 짖었는데 두 경우 모두 반가워서였다. 이런 것들도 개의 특징이 될 수 있을까. 개를 묻으러 가면서 본 특징 없는 풍경들도 개의 특징이 될 수 있을까. _ 「private barking」 중에서  접기"
숨,"어째서 모든 이야기는 후일담인가, 어째서 나는 저들을 이미 회상하고 있는가, 현재적 회상이 어떻게 가능한가 생각했지만, 더는 생각을 진전시키지 않았는데, 그것은 내일, 모레, 일주일 뒤, 두 달 뒤, 일 년 뒤, 십 년 뒤, 사십 년 뒤에 다시 그 순간을 회상하리라는 것을, 후일담의 후일담을 기록하게 되리라는 것을 알았기 때문이었다. 그리고 바로 그 순간, 뒤에서 빠르게 달려오던 자전거가 우리 중 누군가의 자전거를 들이받았고, 최선을 다해 느리게 달리고 있던, 달린다는 동사를 사용하지 못할 정도로 느린 속도를 유지하고 있던 이가, 그러니까 나의 동료이자 친구인 그가, 그 애가, 세상에서 가장 느린 속도로, 먼지처럼 가볍게 공중에서 떠올랐고, 역시 세상에서 가장 느린 속도로, 마치 정지 상태처럼 보일 정도로 느리게 더 느리게, 바닥으로 떨어져 뒹굴었다. 하지만 내 비명이 허공으로 흩어지는 속도가 느려서, 느린 것보다 더 느려서, 내 걸음이 그에게로, 그 애에게로 달려가는 속도가 느리게 더 느리게, 한없이 느려졌고, 나는 꿈을 꾸고 있다고 생각했고, 꿈을 꾸는 동안 꿈을 꾸고 있다는 것을 자각하는 사람처럼, 이상해진다, 이상해져, 생각하는 사이, 시간을 뛰어넘은 사람처럼 그에게, 그 애에게, 걔에게 다가가고 있었고, 그의 얼굴을 확인하는 짧은 순간, 내가 걔를 사랑하고 있다는 것을 깨달았다. _ 「개와 걔」 중에서  접기"
숨,그가 사랑했던 개들은 모두 죽었다. 그가 사랑했던 개들이 모두 죽었으므로 그는 개들에 대한 자신의 사랑을 어떻게 종결시켜야 할지 알 수 없었다. 그는 대학에 다닐 때 들었던 철학 교양 수업에서 이런 질문을 접한 적이 있었다: 누군가 이렇게 말합니다. 나는 당신의 형을 사랑합니다. 그런데 당신에게는 형이 없습니다. 어떻게 된 일이죠? 학생들은 웃음을 터뜨렸고 그는 생각에 잠겼지만 항상 슬리퍼를 신은 맨발로 강의실에 들어서던 강사의 질문을 그 후로도 이십여 년 동안 간혹 떠올릴 때가 있을 거라고는 예상하지 못했다. _ 「유령 개」 중에서  접기
푸른 빛의 소녀가,"P. 10~17  지구에서 좋은 게 뭐죠?꽃과 나무요기품 있는 여인과 아이들요저 푸른 산능선과 강물과 들녘의 가을요시와 예술과 감동이요가슴 떨리는 생의 신비와 경이로움요선과 정의가 승리하는 거요사랑, 죽음보다 강한 사랑의 힘요"
푸른 빛의 소녀가,P. 18~27  그럼 지구에서 슬픈 게 뭐죠?중력의 무거움요인생의 짧음이요너무 자주 아픈 몸과 번뇌로 가득한 마음요지구를 짓누르고 있는 폐기물과 무기들요지구를 벗어나지도 나를 벗어나지도 못하는 거요소유하고 인정받는 데 짧은 생을 다 쓰느라자기 자신마저 알지 못한 채 떠나가는 거요  접기
푸른 빛의 소녀가,"P. 52~53  내 생의 기도는 단 하나,땅에서와같이 하늘에서도삶에서와같이 영혼에서도나에서와같이 세상에서도"
완벽하게 헤어지는 방법,"P. 38  나는 잘못한 걸까, 안 한 걸까. 세호가 할머니를 때린 이유가 떠올랐다. 잘못인 줄 알면서 잘못하고 사는 게 화가 났다던. 어느 쪽일까. 고개를 어느 쪽으로 흔들어야 나는 살 수 있을까.- 「잘못한 사람들」에서"
완벽하게 헤어지는 방법,P. 58~59  그들은 그날의 자신 그리고 서로가 본 장면들을 누구도 발설하지 않았다. 종수는 혜자의 목을 졸랐고 혜자는 딸들을 버리려 했고 미주는 선 채로 오줌을 쌌고 미진이 망치를 들고 서 있었던 사실에 대해. 모두가 상처받았지만 누구도 당당하지 못했던 그날에 대해 약속한 듯 모두가 침묵했다.- 「완벽하게 헤어지는 방법」에서
완벽하게 헤어지는 방법,P. 92  “그믐달이 초승달보다 날카롭다는 걸 아시나요? (…) 곧 소멸할 것들은 저리 발광을 하든가 완전히 침묵하죠. 어느 쪽이든 간에 존재의 마지막은 뭔가 달라요.”- 「그믐밤 세 남자」에서
완벽하게 헤어지는 방법,P. 103  여자는 와인잔에 담긴 소주를 단번에 모두 들이켰다. 휴지로 손가락과 입가를 닦아내고 입안에 남은 음식물을 혀끝으로 걷어내던 여자는 몹시 신중해 보였다.“헤어지자……고?”여자가 중얼거렸다. 여자의 손아귀에서 휴지가 구겨지고 나서야 여자는 결심한 듯 말했다.“서른 대만 맞아. 그럼 헤어져줄게.”- 「피자를 시키지 않았더라면」에서  접기
완벽하게 헤어지는 방법,"P. 145~146  어릴 때는 어른들이 무서워서 솔직하지 못했고, 어른이 되어서는 솔직할 필요가 없었기 때문에 솔직하지 않았다. 얼마든지 솔직한 척할 수도 있는 게 어른이었고, 때론 진실보다 진실처럼 포장된 거짓이 신뢰받기도 한다는 걸 알게 되었을 때 나는 혼란스러웠다. 진실 따위는 중요하지 않았다. 나는 사람들이 믿는 쪽을 택하고 살았다. - 「친절한 솔」에서  접기"
사랑이 한 일,P. 101  그것은 사랑 때문에 일어난 사건이다. 나는 너를 사랑하지 않거나 조금 덜 사랑했어야 했다._ 「사랑이 한 일」
사랑이 한 일,P. 128  사람에게는 균형을 잡는 재주가 없고 사랑에게는 균형에 대한 감각이 없다. 사랑하는 사람은 균형을 잡을 줄 모르는 사람이다._ 「허기와 탐식」에서
사랑이 한 일,P. 63  당신의 침묵은 비겁하다. 고통을 위장하지 마라. 고통을 가하는 자가 죄책감을 면제받기 위해 부리는 고통의 위장만큼 가증스러운 것이 있을까. 그녀의 마음속에서 말들이 회오리치며 솟구쳤다. 당신은 우리에게 이렇게 할 수 없어요. 이건 옳지 않아요._ 「하갈의 노래」에서
사랑이 한 일,P. 21  쉽게 사로잡힐 수 없는 무시무시한 신념에 사로잡힌 사람은 쉽게 할 수 없는 무시무시한 행동을 쉽게 한다. 이념과 종교는 종종 인간의 비정상적인 행동들에 동기를 제공하는 신념 체계로 작동한다. 이때 이 이념과 종교가 제공하는 신념은 일종의 알리바이다._ 「소돔의 하룻밤」에서
사랑이 한 일,P. 24  “제발 이러지들 말게. 이건 악한 짓일세.” 악한 짓은 행위자가 그 행위의 악함을 인지하든 하지 않든 악하다. 악한 짓은 그 행위를 유도하는 동기가 그럴듯하든 그럴듯하지 않든 악하다. 악한 짓은 짓의 악함이다._ 「소돔의 하룻밤」에서
내 황홀한 옷의 기원,"P. 42-43  “알지? 흉터는 옷의 기원이라는 거.”집을 나서기 전 넥타이의 매듭을 묶으며 신애는 그의 눈을 힘주어 들여다봤다. 현우는 언젠가 줄리아의 패션센터에 걸렸던 자신의 사진을 떠올렸다. 그때 사진과 더불어 강렬하게 꽂혔던 기원으로 돌아가라는 문구를.?“흉터가 옷의 기원이라고요?”사진의 콘셉트를 듣던 현우는 줄리아를 의아한 눈으로 바라봤다.“맞아. 인류학자들에 의하면 인류 최초의 옷은 핏자국이야. 원시인들은 싸움에 이긴 자만이 살아남을 수 있었고 핏자국은 승자임을 나타냈으니까.”줄리아는 어느 때보다 확신에 차 있었다. 현우는 그녀의 눈빛에 압도돼 그저 듣기만 할 뿐이었다.“지금도 아마존이나 아프리카 원시 부족들의 사진을 보면 바디페인팅이나 문신을 한 것을 볼 수 있어. 일부러 얼굴을 험상궂게 만드는 거야. 그런 그들에게 흉터는 어땠을까. 역시 존경의 대상이었지. 흉터 또한 승자이자 용기를 증명하는 것이었으니까. 하지만 문신이나 흉터를 갖기 위해선 고통이 뒤따랐어. 바디페인팅은 영구적이지 못했을 테고. 그래서 사람들은 영구적이면서도 고통 없이 용기를 증명할 방법을 찾았지.”줄리아는 테이블에 있던 목걸이를 들어보였다. 은색 스네이크 체인에는 해골 모양의 펜던트가 빛을 받아 반짝거렸다. 그녀는 옆에 있는 마네킹의 목에 목걸이를 걸고는 현우를 바라봤다. “바로 이렇게 전리품을 몸에 지니기 시작했지. 목에 두른 것이 상의의, 허리에 감은 것이 하의의 시작이었어. 줄리아는 마네킹의 목과 허리를 차례로 손으로 가리켰다.  접기"
내 황홀한 옷의 기원,"P. 262-263  그날 알 파치노의 옷에 물들던 붉은 핏방울과 화면 속 여인들의 옷이 오버랩되고 있었다. 현우는 눈이 어지러웠다. 늘 영화에 출연시켜 주겠다며 여자들을 데리고 다니던 아버지. 엄마가 만든 옷을 입기 위해 아버지를 따라다니던 여자들. 그리고 줄리아의 흰 옷. 김 감독이 가져온 시나리오를 봤을 때 현우는 생각했다. 이 이야기라면. 이렇게 위험한 소재를 다룬 영화를 한다면. 사람들은 에로감독의 아들이라는 것도, 줄리아와의 스캔들도, 돈 많은 상속녀와의 결혼도 더 이상 떠벌이지 못할 거라고. 아니 세상은 그가 찍은 영화로 인해 달라질 거라고. 영화가 세상에 나온 후 사람들은 그의 용기에 박수를 쳤다. 덕분에 세상은 잊혔던 사건에 다시 관심을 기울였다. 그 사건에 대해 알고 있는 제보자들도 속속 나타났다. 제작팀에서 입수한 사진도 그들에게 받았던 걸까. 그리고 이제 별장으로 여자들을 데려간 게 아버지라는 걸 세상은 곧 알게 되겠지. 거기까지 생각한 현우는 머리를 감싸 쥐었다.“벌써 전화가 빗발쳐요. 당신을 섭외하겠다는 방송도 많다는데요.”또 누군가의 전화를 받으려던 신애가 방에서 소리쳤다. 현우는 신애의 기쁨에 찬 목소리를 듣고도 멍하니 자막이 올라가는 화면을 바라봤다.그는 알았다. 결국 스크린을 자신의 의지대로 만들며 아버지에게 복수하겠다는 생각은 오만이었다는 걸. 조롱하는 것만 같은 텔레비전을 끄려던 그는 하지만 그 자리에서 오랫동안 꼼짝하지 못했다. 그의 손이 의지와는 상관없이 언제부턴가 얼굴의 흉터를 만지작거리고 있었기 때문이었다.  접기"
언노운 피플,"넌지시 폴리스 이야기를 꺼내는 호텔 직원에게는 단호하게 감사하다는 말로 거절했다. 아이가 화장실에 갔다가 그곳에서 그냥 잠이 든 모양이라는 설명을 덧붙이자 그는 모호한 미소를 지으며 내 목을 안은 수아의 팔을 흘끔거렸다. 머뭇거리던 호텔 직원은 도울 일이 필요하면 언제든 부르라고 당부하고는 복도를 떠났다. 모여 있던 투숙객들도 다행이라는 말을 주고받으며 걸음을 돌렸다. 의심을 지우지 못한 몇 사람은 여전히 복도에 우두커니 남아 입을 달싹였다. 나는 한명 한명 시선을 맞추며 미안하다고, 이렇게 신경 써줘서 고맙다고 했다. 진심은 아니었다. 그저 한시라도 빨리 방으로 돌아가고 싶은 마음뿐이었다.날 끝이 무딘 칼처럼 뭉툭한 시선들이 걸음마다 몸을 찔렀다. 나는 더 깊숙이 수아를 숨기고 문을 열었다. 어깨를 잡았던 수아의 손이 꼼지락거리며 움직이는 게 느껴졌다. 남겨진 이들에게 인사를 하는 듯싶었다.방으로 돌아와 수아를 침대에 앉혔다. 수아는 조금 진정된 얼굴로 방안을 두리번거렸다. 빨갛게 상기돼 있던 얼굴이 평소처럼 뽀얬다.“욕조에는 왜 들어가 있었어?”아이가 무서워하지 않도록 상냥하게 묻자, 수아는 대답 대신 베개를 끌어안았다. “엄마가…….”“응?”“엄마가 거기에 넣었어.”웅얼거리던 수아는 끌어안고 있던 베개를 정말 사람처럼 안고는 느릿하게 화장실로 걸어갔다. 덩달아 조심스레 따라 들어가자 수아는 욕조 앞에 서서 기다렸다. 수아는 잠시 나를 쳐다본 뒤, 품에 안은 베개를 욕조 속으로 집어넣었다. 소중한 것을 대하듯 조심스럽게. 마치 아이를 넣는 것처럼.  접기"
언니 믿지?,"P. 32  할머니와 얘길 해봤자 순영은 남는 게 없다. 사랑받고 사랑을 주고 싶어도 할머니는 매번 다른 곳을 보고 있으니까. 게다가 할머니는 어릴 때부터 순영에게 군대에 가라고 잔소리를 했다. 순영아, 군대에 가. 군대에 가면 먹는 거 입는 거 싹 다 나온댜. 세상천지에 그런 데가 다 있어. 옷도 얼마나 멋이 나는지. 나는 다시 태어나면 군대에 갈란다. 할머니의 말에 대학입시를 앞두고 더욱 살이 떨렸던 순영은, 혹시나 엄마도 어떻게든 대학 등록금을 대지 않을 방법을 찾고 있을까 봐 무서웠다.  접기"
언니 믿지?,"P. 67  은주가 내려오고 며칠이 지난 후 경자는 그 집 대문을 또 빵 걷어찼다.“아줌마가 미안해, 은주야.”“아우 참, 아줌마! 그게 뭐예요? 이상하잖아요!”어릴 때부터 싹싹했던 은주는 잘도 웃었다.그늘졌을까 봐 걱정했는데, 둘째만큼이나 말짱해 보여 다행이었다.“아줌마가 회까닥 미쳐가지고서 너를 시집을 보내버렸어. 고생시켜서 진짜로 미안해.”“저, 사업해서 잘살 거예요. 하나도 걱정하지 마세요. 돈 엄청 벌 거예요.”“그래, 이혼이 뭐 대수냐. 잘살아 봐라. 불쌍하게 살면 내가 니년을 먼저 죽일 것이야.”은주네가 으르렁거렸지만 은주는 여전히 생글생글 웃었다.“나쁠 게 뭐 있어? 꼴 보기 싫은 놈 버리고 왔는데. 나는 아주 그냥 세상 시원하네.”“애는 왜 싸질러, 싸지르긴.”“엄마. 내가 결혼은 빵점이었지만 그나마 남은 게 요 새끼야. 남자 버리고 친구 데려왔잖아!”요년이 딱 우리 둘째구나. 둘째도 저딴 소리를 잘도 지껄였는데.  접기"
언니 믿지?,"P. 118  이들 자매에게 한가지 행운이 있다면, 그들이 싸움을 한 곳이 공공장소라는 점이었다. 그곳에 있던 모든 여성 고객이 현장을 지켜보았다. 그들은 김서방이 손을 들어 올릴 때마다 큰 소리로 그를 비난하거나 여봐란듯 수군거렸다. 연희에게 머리칼을 쥐어잡히거나 연우에게 정강이를 맞아서 김서방이 비명을 지르면 카페 안의 그녀들은 저들끼리, 그러나 싸움의 현장에까지 분명하게 들리도록, 그를 비웃었다.마치 같은 일을 겪어본 적 있는 사람처럼. 줄곧 남의 일에만 화를 냈던 연제처럼.  접기"
언니 믿지?,"P. 136  “니가 지금 술이나 먹고 다닐 때야? 전권사님이 소개한 남자는 왜 안 만난다는 건데? 세상이 아무리 바뀌어 봐라, 여자 나이 서른 넘으면 선 들어오는 남자들 레베루가 떨어져.”조금 전까지 ‘한비서가 시집갈 나이 되더니 미모에 물이 올랐네’ 따위의 말이 오가는 술자리를 꾸역꾸역 버텨내고 온 여름이었다. 노래방에서 허벅지에 피멍이 들도록 탬버린을 두드리고, 상무놈이 당연한 듯 쑤욱 내미는 손에 핸드크림을 발라주고, 화장실에 달려가서 속을 게워내고 들어온 참이었다. 평소 같으면 대충 뭉개고 지나갈 일이었지만 그날 여름은 시쳇말로 빡이 돌았다.“엄마는 나를 가지고 장사해? 똥값 돼서 안 팔릴까 봐 그래? 내가 무슨, 유통기한 임박한 우유야? 나 좀 있으면 막, 썩어?”  접기"
언니 믿지?,"P. 182  동생이 결혼 소식을 전하던 날이었다. 여자친구를 임신시켰다는 말은 엄마에게 진작 전해 들은 참이었다.“누나는 언제까지 엄마한테 짐이 될 거야? 지금 나이가 몇이냐고? 노처녀보다 돌싱이 낫다는 말도 못 들었어? 넌 재혼하려는 여자들한테도 밀려. 찬밥 더운밥 가릴 때가 아니라니까.”누가 엄마 어깨를 무겁게 하는지, 제 결혼 비용을 어떻게 마련했는지 알기나 하는지, 동생은 꽤 점잖은 목소리로 나를 찬밥도 아까운 존재로 만들었다. 친구들은 그런 내 앞에서 찬밥의 쓸모를 논하며 깔깔댔다.“라면삼합 몰라? 라면엔 찬밥이랑 신김치지.”“김치볶음밥의 기본도 찬밥에 신김치고.”“밥풀도 한김 식어야 끈끈해져. 뜨거운 걸로 백날천날 지방 붙여봐라. 병풍에 달랑달랑 붙어있다, 똑 하고 떨어지지.”적당히 식어야 더 잘 섞이고 어우러질 수 있다는 게 찬밥유용론의 결론이었다.  접기"
별뜨기에 관하여,"P. 87  그 가쓰무라 부인이 전혀 예상치 못한 시간에, 전혀 예상치 못한 공간에서 내게 말을 걸어오고 있는 것이다. 이 우주는 정말로 잘 계획된 미로이고 신은 쥐를 사랑하기에 더 끔찍한 미로를 구상하는 과학자인 건가?"
별뜨기에 관하여,P. 37  “소멸이 아니라 포기입니다. 어른은 아이를 포기해야 도달할 수 있는 곳입니다.” -  하리야헌처크
별뜨기에 관하여,˝우리 아이들과 별들은 무슨 그림을 그릴지 궁금해.˝ -  세필
짝꿍 : 듀나x이산화,P. 10  비정상적으로 성공률이 높은 사립 탐정인 나는 아마 추리소설 설정의 주인공일 것이다. 하지만 그것이 게임에서 어떤 의미를 갖는가? 나의 정신을 조종해서 사건을 해결하는 것이 게임의 목표인가? 만약 그 게임이 실패한다면 어떻게 되는가? 왜 나는 그 경우를 기억하지 못하는가? 내가 이 우주에서 벌어지는 수많은 게임의 일부이고 성공만을 기억한다면 어떻게 우주는 일관성을 갖는가?<사라지는 미로 속 짐승들>  접기
짝꿍 : 듀나x이산화,"P. 13  다행히도 아직 수도와 전기는 끊어지지 않았다. 이를 사라진 도시들이 아직 존재한다는 증거로 받아들이는 사람들도 있었다. 하지만 모든 게 가짜라는 것이 입증된 지금 그게 무슨 의미가 있을까. 발전소나 정수장 같은 건 처음부터 없었을지도 모른다. 뉴욕, 파리, 나이로비, 부에노스아이레스가 존재하지 않았던 것처럼.<사라지는 미로 속 짐승들>  접기"
